Diet,Meal,Category,Food_Item,Calories,Protein_g,Carbs_g,Fat_g
veg,Breakfast,beverage,Lassi 8519,203,0,23,2
veg,Dinner,flatbread,Phulka 8520,125,3,34,1
veg,Dinner,salad,Fruit Salad 8521,128,8,15,7
veg,Breakfast,beverage,Masala Chai 8522,240,2,24,9
veg,Lunch,salad,Coleslaw 8523,61,1,8,3
veg,Snack,beverage,Lassi 8524,59,2,18,1
veg,Breakfast,breakfast_item,Muesli with Milk 8525,214,19,45,14
veg,Snack,beverage,Banana Smoothie 8526,217,0,27,6
veg,Snack,snack,Popcorn 8527,137,15,5,11
veg,Lunch,dry_veg,Bhindi Fry 8528,179,9,24,13
veg,Dinner,soup,Tomato Soup 8529,115,5,7,5
veg,Breakfast,breakfast_item,Besan Chilla 8530,465,15,22,14
veg,Lunch,beverage,Watermelon Juice 8531,194,2,10,1
veg,Snack,beverage,Coconut Water 8532,249,1,25,2
veg,Breakfast,beverage,Coconut Water 8533,127,4,21,6
veg,Breakfast,beverage,Orange Juice 8534,139,5,11,10
veg,Lunch,salad,Greek Salad 8535,46,2,8,1
veg,Lunch,dry_veg,Potato Fry 8536,106,10,13,7
veg,Snack,snack,Fruit Bowl 8537,212,3,24,5
veg,Breakfast,beverage,Green Tea 8538,88,5,30,0
non-veg,Snack,snack,Boiled Egg 8539,143,3,14,9
veg,Dinner,dry_veg,Mix Veg Dry 8540,240,3,17,10
veg,Dinner,soup,Sweet Corn Soup 8541,96,2,9,3
veg,Lunch,dry_veg,Cabbage Sabzi 8542,164,2,20,6
veg,Lunch,dry_veg,Mix Veg Dry 8543,146,3,18,15
veg,Breakfast,breakfast_item,Masala Dosa 8544,388,15,35,16
veg,Dinner,dry_veg,Aloo Gobi 8545,103,5,24,10
veg,Lunch,flatbread,Aloo Paratha 8546,175,2,19,9
veg,Dinner,salad,Cucumber Salad 8547,108,1,11,4
veg,Snack,beverage,Banana Smoothie 8548,179,2,12,5
veg,Snack,snack,Bhel Puri 8549,253,10,23,8
veg,Breakfast,breakfast_item,Oats Porridge 8550,473,14,58,10
veg,Snack,beverage,Masala Chai 8551,106,1,35,2
veg,Dinner,flatbread,Chapati 8552,117,3,16,6
veg,Snack,beverage,Green Tea 8553,72,2,36,2
non-veg,Breakfast,breakfast_item,Omelette 8554,340,8,51,15
veg,Snack,beverage,Green Tea 8555,134,3,38,6
veg,Lunch,curry,Mixed Vegetable Curry 8556,277,21,29,8
veg,Breakfast,breakfast_item,Poha 8557,348,19,36,9
veg,Lunch,curry,Paneer Butter Masala 8558,306,20,13,17
veg,Snack,beverage,Watermelon Juice 8559,225,2,25,4
veg,Dinner,flatbread,Methi Thepla 8560,159,7,21,3
non-veg,Breakfast,breakfast_item,Omelette 8561,344,13,60,20
veg,Breakfast,beverage,Lassi 8562,186,1,25,8
veg,Dinner,soup,Tomato Soup 8563,52,2,10,3
veg,Snack,beverage,Mango Shake 8564,104,0,35,8
veg,Dinner,curry,Malai Kofta 8565,174,20,10,11
veg,Dinner,dry_veg,Potato Fry 8566,121,5,11,9
veg,Dinner,salad,Corn Salad 8567,117,7,11,0
veg,Dinner,salad,Sprouts Salad 8568,39,4,15,3
veg,Lunch,rice,Fried Rice 8569,226,8,67,8
non-veg,Lunch,curry,Fish Curry 8570,236,6,20,11
veg,Dinner,dry_veg,Jeera Aloo 8571,212,8,16,11
veg,Breakfast,breakfast_item,Veg Sandwich 8572,285,7,39,6
veg,Lunch,beverage,Lassi 8573,121,0,14,4
veg,Breakfast,beverage,Lassi 8574,149,5,21,2
veg,Dinner,soup,Manchow Soup 8575,91,3,13,0
veg,Dinner,soup,Sweet Corn Soup 8576,64,5,7,1
veg,Snack,snack,Makhana 8577,145,14,21,5
veg,Dinner,salad,Coleslaw 8578,101,7,13,9
veg,Dinner,curry,Mushroom Masala 8579,325,5,13,5
non-veg,Dinner,curry,Butter Chicken 8580,154,6,11,9
veg,Breakfast,breakfast_item,Upma 8581,361,10,22,20
veg,Dinner,soup,Sweet Corn Soup 8582,134,6,9,5
veg,Snack,beverage,Watermelon Juice 8583,178,1,28,4
veg,Snack,snack,Greek Yogurt 8584,69,2,20,5
veg,Lunch,rice,Peas Pulao 8585,328,4,68,10
veg,Dinner,salad,Kachumber Salad 8586,58,1,12,8
veg,Snack,beverage,Lemonade 8587,229,3,13,7
veg,Breakfast,breakfast_item,Besan Chilla 8588,413,13,54,9
veg,Dinner,dry_veg,Beans Poriyal 8589,220,9,22,9
veg,Lunch,dry_veg,Beans Poriyal 8590,164,3,16,14
veg,Dinner,curry,Dal Fry 8591,157,14,27,13
veg,Snack,beverage,Coconut Water 8592,126,5,40,8
veg,Dinner,flatbread,Missi Roti 8593,209,7,23,1
veg,Snack,beverage,Orange Juice 8594,66,1,13,4
veg,Lunch,rice,Jeera Rice 8595,312,5,49,4
veg,Breakfast,beverage,Lassi 8596,95,2,30,7
veg,Dinner,flatbread,Kulcha 8597,81,6,33,4
veg,Lunch,rice,Lemon Rice 8598,383,4,74,5
veg,Lunch,salad,Fruit Salad 8599,75,4,11,2
veg,Lunch,salad,Coleslaw 8600,109,7,7,8
veg,Dinner,dry_veg,Bhindi Fry 8601,149,3,19,12
veg,Snack,beverage,Coconut Water 8602,134,3,37,7
veg,Snack,beverage,Green Tea 8603,90,3,19,8
veg,Breakfast,breakfast_item,Puri Bhaji 8604,455,11,53,9
veg,Lunch,dry_veg,Mix Veg Dry 8605,134,6,21,13
veg,Dinner,soup,Lentil Soup 8606,84,8,7,4
veg,Breakfast,breakfast_item,Masala Dosa 8607,444,12,59,16
veg,Dinner,salad,Sprouts Salad 8608,69,3,7,3
veg,Breakfast,beverage,Banana Smoothie 8609,154,4,21,0
veg,Lunch,dry_veg,Cabbage Sabzi 8610,221,10,21,8
veg,Breakfast,breakfast_item,Cheese Toast 8611,337,15,60,19
veg,Dinner,salad,Sprouts Salad 8612,86,4,11,3
veg,Snack,snack,Bhel Puri 8613,210,4,19,14
non-veg,Dinner,curry,Bhuna Gosht 8614,365,5,10,10
veg,Snack,beverage,Coconut Water 8615,200,2,10,6
veg,Dinner,salad,Greek Salad 8616,82,8,8,5
veg,Lunch,dry_veg,Baingan Bharta 8617,125,7,14,9
veg,Dinner,salad,Kachumber Salad 8618,57,1,10,3
veg,Snack,beverage,Orange Juice 8619,210,0,15,2
veg,Breakfast,breakfast_item,Poha 8620,373,17,20,13
veg,Dinner,curry,Paneer Butter Masala 8621,310,12,13,10
veg,Dinner,dry_veg,Cabbage Sabzi 8622,201,3,25,11
veg,Snack,beverage,Lassi 8623,135,1,16,1
veg,Lunch,dry_veg,Potato Fry 8624,171,7,18,8
veg,Dinner,salad,Kachumber Salad 8625,68,3,7,10
veg,Lunch,dry_veg,Beans Poriyal 8626,156,9,14,13
veg,Lunch,salad,Fruit Salad 8627,132,8,6,10
veg,Dinner,flatbread,Aloo Paratha 8628,162,2,25,2
veg,Dinner,flatbread,Aloo Paratha 8629,115,5,23,10
veg,Snack,snack,Protein Bar 8630,213,14,23,3
non-veg,Lunch,curry,Butter Chicken 8631,283,9,19,12
veg,Dinner,flatbread,Kulcha 8632,205,6,35,7
veg,Snack,snack,Makhana 8633,118,6,24,8
non-veg,Dinner,soup,Chicken Clear Soup 8634,61,2,15,5
veg,Lunch,beverage,Green Tea 8635,189,2,26,8
veg,Dinner,flatbread,Phulka 8636,142,2,30,5
veg,Lunch,curry,Dal Fry 8637,376,21,16,24
veg,Lunch,beverage,Green Tea 8638,181,0,29,4
veg,Dinner,salad,Sprouts Salad 8639,59,6,11,8
veg,Breakfast,beverage,Orange Juice 8640,60,4,11,2
veg,Lunch,curry,Palak Paneer 8641,367,22,16,6
veg,Lunch,beverage,Masala Chai 8642,218,5,11,10
veg,Dinner,soup,Manchow Soup 8643,69,2,9,0
veg,Dinner,flatbread,Methi Thepla 8644,115,5,35,5
veg,Lunch,rice,Khichdi 8645,369,8,50,8
veg,Breakfast,beverage,Lassi 8646,104,4,39,6
veg,Dinner,soup,Sweet Corn Soup 8647,141,7,13,0
veg,Snack,snack,Bhel Puri 8648,167,15,30,7
veg,Dinner,flatbread,Phulka 8649,122,3,38,4
veg,Snack,beverage,Coconut Water 8650,101,2,16,0
veg,Snack,beverage,Coconut Water 8651,193,0,35,0
non-veg,Lunch,curry,Butter Chicken 8652,223,23,26,5
veg,Snack,beverage,Watermelon Juice 8653,205,1,22,7
veg,Breakfast,breakfast_item,Oats Porridge 8654,496,16,35,20
veg,Lunch,salad,Coleslaw 8655,122,5,13,5
veg,Snack,beverage,Banana Smoothie 8656,160,5,14,2
veg,Breakfast,beverage,Mango Shake 8657,217,0,33,9
veg,Snack,snack,Greek Yogurt 8658,293,7,13,10
veg,Dinner,flatbread,Paratha 8659,235,4,40,4
veg,Dinner,curry,Sambar 8660,201,12,21,18
non-veg,Lunch,curry,Chicken Curry 8661,206,23,27,17
veg,Dinner,flatbread,Bhatura 8662,95,2,40,1
veg,Snack,beverage,Lassi 8663,187,4,17,2
veg,Dinner,salad,Green Salad 8664,53,7,7,9
veg,Breakfast,beverage,Orange Juice 8665,107,2,38,10
veg,Lunch,rice,Fried Rice 8666,399,8,68,7
veg,Breakfast,breakfast_item,Veg Sandwich 8667,386,17,39,19
veg,Lunch,salad,Corn Salad 8668,67,5,6,2
veg,Dinner,flatbread,Aloo Paratha 8669,238,8,27,3
veg,Snack,beverage,Lemonade 8670,74,4,13,0
veg,Lunch,curry,Mixed Vegetable Curry 8671,159,13,16,17
veg,Lunch,salad,Sprouts Salad 8672,76,3,12,5
veg,Dinner,flatbread,Chapati 8673,107,4,33,2
veg,Dinner,soup,Manchow Soup 8674,147,3,13,0
veg,Lunch,salad,Cucumber Salad 8675,36,7,14,2
veg,Breakfast,beverage,Green Tea 8676,152,5,24,5
veg,Breakfast,breakfast_item,Idli Sambar 8677,253,19,39,12
veg,Lunch,beverage,Masala Chai 8678,93,1,36,8
veg,Breakfast,beverage,Buttermilk (Chaas) 8679,125,4,38,2
veg,Snack,beverage,Green Tea 8680,76,3,10,2
veg,Breakfast,beverage,Lassi 8681,169,3,10,10
veg,Dinner,soup,Clear Veg Soup 8682,147,5,13,4
veg,Snack,snack,Roasted Nuts 8683,117,4,24,4
veg,Dinner,curry,Chana Masala 8684,231,13,27,7
veg,Snack,beverage,Green Tea 8685,180,1,27,7
veg,Breakfast,breakfast_item,Idli Sambar 8686,407,20,53,5
veg,Snack,snack,Makhana 8687,85,5,26,14
veg,Lunch,flatbread,Paratha 8688,193,6,36,7
veg,Dinner,dry_veg,Bhindi Fry 8689,199,2,10,6
veg,Lunch,salad,Cucumber Salad 8690,83,5,15,4
veg,Dinner,soup,Lentil Soup 8691,87,8,11,2
veg,Dinner,dry_veg,Cabbage Sabzi 8692,245,3,20,8
veg,Dinner,salad,Sprouts Salad 8693,76,4,8,4
veg,Dinner,curry,Sambar 8694,298,15,14,11
veg,Lunch,rice,Ghee Rice 8695,245,6,56,8
veg,Dinner,flatbread,Chapati 8696,82,4,23,2
veg,Lunch,beverage,Lassi 8697,113,1,22,0
veg,Breakfast,beverage,Watermelon Juice 8698,177,2,18,9
veg,Snack,snack,Fruit Bowl 8699,150,3,14,9
veg,Lunch,rice,Brown Rice 8700,392,8,66,1
veg,Breakfast,beverage,Orange Juice 8701,77,3,16,8
veg,Dinner,salad,Chickpea Salad 8702,115,4,14,7
veg,Snack,beverage,Masala Chai 8703,185,3,21,5
veg,Dinner,salad,Cucumber Salad 8704,141,6,6,10
veg,Snack,beverage,Mango Shake 8705,177,2,18,2
veg,Snack,snack,Fruit Bowl 8706,197,12,18,5
veg,Snack,snack,Fruit Bowl 8707,265,12,21,4
non-veg,Lunch,curry,Chicken Curry 8708,266,17,11,5
veg,Lunch,salad,Chickpea Salad 8709,53,2,5,9
veg,Dinner,flatbread,Aloo Paratha 8710,144,5,26,3
veg,Dinner,flatbread,Chapati 8711,138,2,31,3
veg,Lunch,curry,Chana Masala 8712,310,5,30,6
veg,Breakfast,beverage,Mango Shake 8713,190,5,40,10
veg,Snack,snack,Popcorn 8714,172,13,26,10
veg,Breakfast,breakfast_item,Cheese Toast 8715,238,8,27,11
veg,Breakfast,breakfast_item,Aloo Paratha 8716,222,13,27,14
veg,Snack,beverage,Green Tea 8717,226,4,27,10
veg,Breakfast,beverage,Orange Juice 8718,176,0,39,0
veg,Breakfast,beverage,Filter Coffee 8719,202,4,13,10
veg,Dinner,flatbread,Garlic Naan 8720,128,4,33,10
veg,Lunch,beverage,Coconut Water 8721,213,3,26,6
veg,Lunch,salad,Corn Salad 8722,129,1,15,0
veg,Breakfast,beverage,Mango Shake 8723,238,4,23,9
veg,Lunch,salad,Kachumber Salad 8724,45,1,14,10
veg,Lunch,curry,Dal Fry 8725,165,9,28,11
veg,Snack,snack,Roasted Nuts 8726,86,2,28,7
veg,Snack,snack,Fruit Bowl 8727,147,2,19,7
veg,Breakfast,beverage,Masala Chai 8728,109,2,30,2
veg,Lunch,curry,Rajma Masala 8729,359,5,17,16
non-veg,Dinner,curry,Chicken Curry 8730,211,7,19,18
veg,Dinner,salad,Greek Salad 8731,37,2,13,4
veg,Breakfast,beverage,Banana Smoothie 8732,149,2,10,0
veg,Snack,snack,Makhana 8733,138,10,9,6
veg,Breakfast,breakfast_item,Upma 8734,371,9,33,20
veg,Snack,beverage,Masala Chai 8735,131,0,22,2
veg,Breakfast,breakfast_item,Masala Dosa 8736,304,18,56,17
non-veg,Snack,snack,Boiled Egg 8737,132,11,22,12
veg,Snack,beverage,Buttermilk (Chaas) 8738,213,4,34,8
veg,Lunch,dry_veg,Bhindi Fry 8739,124,4,14,8
veg,Dinner,dry_veg,Jeera Aloo 8740,244,9,18,7
veg,Snack,beverage,Green Tea 8741,184,5,39,1
veg,Lunch,rice,Khichdi 8742,232,8,76,10
veg,Dinner,dry_veg,Aloo Gobi 8743,198,5,16,6
veg,Dinner,salad,Kachumber Salad 8744,118,7,10,8
veg,Lunch,beverage,Watermelon Juice 8745,92,1,12,4
veg,Lunch,dry_veg,Aloo Gobi 8746,189,2,19,8
veg,Dinner,flatbread,Aloo Paratha 8747,195,2,21,4
veg,Dinner,flatbread,Roti 8748,84,4,24,9
non-veg,Dinner,curry,Fish Curry 8749,210,10,28,7
veg,Breakfast,beverage,Green Tea 8750,135,2,26,9
veg,Lunch,rice,Ghee Rice 8751,251,6,78,8
veg,Lunch,flatbread,Missi Roti 8752,87,4,31,10
veg,Lunch,rice,Peas Pulao 8753,292,6,72,5
veg,Snack,beverage,Orange Juice 8754,112,1,39,6
veg,Lunch,curry,Palak Paneer 8755,205,9,10,25
veg,Lunch,flatbread,Garlic Naan 8756,96,7,40,7
veg,Dinner,soup,Lentil Soup 8757,98,1,10,0
veg,Lunch,rice,Jeera Rice 8758,340,5,54,2
veg,Snack,beverage,Lassi 8759,124,5,13,8
non-veg,Breakfast,breakfast_item,Omelette 8760,270,5,27,16
veg,Lunch,dry_veg,Bhindi Fry 8761,247,5,25,15
veg,Breakfast,beverage,Orange Juice 8762,186,0,13,8
veg,Breakfast,breakfast_item,Upma 8763,491,8,35,11
veg,Dinner,flatbread,Bhatura 8764,80,5,26,3
veg,Dinner,dry_veg,Jeera Aloo 8765,228,8,19,6
veg,Snack,snack,Dhokla 8766,151,6,26,14
veg,Breakfast,beverage,Banana Smoothie 8767,57,4,36,6
veg,Dinner,dry_veg,Cabbage Sabzi 8768,217,10,18,7
veg,Dinner,soup,Tomato Soup 8769,117,2,14,5
veg,Dinner,soup,Tomato Soup 8770,77,8,9,2
veg,Breakfast,breakfast_item,Upma 8771,320,11,46,13
veg,Breakfast,breakfast_item,Cheese Toast 8772,430,10,23,8
veg,Snack,beverage,Orange Juice 8773,238,1,33,10
veg,Lunch,curry,Dal Tadka 8774,383,12,27,12
veg,Snack,snack,Fruit Bowl 8775,55,4,12,4
veg,Lunch,dry_veg,Baingan Bharta 8776,181,5,11,14
veg,Lunch,salad,Sprouts Salad 8777,141,5,14,0
veg,Lunch,dry_veg,Aloo Gobi 8778,180,7,25,10
veg,Lunch,beverage,Watermelon Juice 8779,145,0,37,2
non-veg,Breakfast,breakfast_item,Omelette 8780,325,11,24,19
veg,Dinner,flatbread,Roti 8781,226,5,21,10
veg,Snack,snack,Makhana 8782,184,5,10,10
veg,Dinner,soup,Pumpkin Soup 8783,61,7,14,1
veg,Dinner,soup,Hot and Sour Soup 8784,57,1,11,3
veg,Snack,beverage,Filter Coffee 8785,242,0,18,9
veg,Lunch,salad,Sprouts Salad 8786,140,2,9,0
veg,Breakfast,beverage,Masala Chai 8787,230,1,30,5
veg,Lunch,curry,Rajma Masala 8788,306,10,24,8
veg,Dinner,dry_veg,Baingan Bharta 8789,126,9,10,15
veg,Breakfast,beverage,Lemonade 8790,66,5,19,1
veg,Breakfast,breakfast_item,Idli Sambar 8791,342,19,58,16
veg,Snack,snack,Roasted Nuts 8792,126,14,27,14
veg,Lunch,rice,Veg Biryani 8793,276,4,51,4
veg,Dinner,flatbread,Butter Naan 8794,146,7,40,2
non-veg,Breakfast,breakfast_item,Omelette 8795,301,9,58,8
veg,Breakfast,beverage,Buttermilk (Chaas) 8796,228,2,21,10
veg,Dinner,salad,Cucumber Salad 8797,103,6,10,5
veg,Dinner,curry,Rajma Masala 8798,261,7,18,9
veg,Breakfast,breakfast_item,Besan Chilla 8799,278,13,30,10
veg,Dinner,salad,Greek Salad 8800,78,7,5,0
veg,Lunch,flatbread,Chapati 8801,133,8,31,1
veg,Breakfast,beverage,Orange Juice 8802,199,2,26,7
veg,Breakfast,breakfast_item,Oats Porridge 8803,492,18,56,20
veg,Breakfast,beverage,Coconut Water 8804,244,4,26,1
veg,Breakfast,beverage,Masala Chai 8805,230,4,22,5
veg,Breakfast,beverage,Banana Smoothie 8806,115,0,13,8
veg,Snack,snack,Protein Bar 8807,118,8,27,15
veg,Snack,beverage,Watermelon Juice 8808,194,2,26,7
veg,Snack,beverage,Filter Coffee 8809,210,2,21,2
veg,Dinner,salad,Greek Salad 8810,106,1,12,3
veg,Lunch,curry,Mushroom Masala 8811,200,23,21,25
veg,Dinner,soup,Pumpkin Soup 8812,137,4,12,3
veg,Lunch,flatbread,Methi Thepla 8813,200,7,24,8
veg,Dinner,salad,Sprouts Salad 8814,52,7,5,10
veg,Lunch,salad,Coleslaw 8815,106,5,10,5
veg,Dinner,soup,Tomato Soup 8816,145,7,14,2
veg,Snack,beverage,Filter Coffee 8817,233,5,18,9
veg,Lunch,beverage,Filter Coffee 8818,198,4,14,6
non-veg,Dinner,soup,Chicken Clear Soup 8819,61,7,14,5
veg,Snack,snack,Protein Bar 8820,155,7,13,11
veg,Dinner,dry_veg,Potato Fry 8821,134,2,24,5
veg,Snack,beverage,Green Tea 8822,115,4,33,4
veg,Lunch,salad,Chickpea Salad 8823,125,6,8,4
veg,Breakfast,breakfast_item,Puri Bhaji 8824,442,9,30,10
veg,Lunch,flatbread,Methi Thepla 8825,87,2,22,7
veg,Dinner,soup,Hot and Sour Soup 8826,149,4,8,3
veg,Dinner,flatbread,Garlic Naan 8827,162,4,22,9
veg,Dinner,flatbread,Aloo Paratha 8828,129,7,37,6
veg,Snack,beverage,Buttermilk (Chaas) 8829,78,5,21,6
non-veg,Snack,snack,Boiled Egg 8830,77,13,15,9
veg,Dinner,salad,Sprouts Salad 8831,109,8,8,6
veg,Dinner,flatbread,Phulka 8832,184,8,17,2
veg,Breakfast,beverage,Masala Chai 8833,226,4,35,10
veg,Snack,snack,Fruit Bowl 8834,284,13,12,0
veg,Snack,snack,Popcorn 8835,136,7,19,5
veg,Snack,snack,Protein Bar 8836,143,3,23,5
veg,Dinner,salad,Corn Salad 8837,93,1,9,3
veg,Dinner,salad,Corn Salad 8838,79,3,6,6
veg,Snack,snack,Bhel Puri 8839,273,7,28,8
veg,Breakfast,breakfast_item,Veg Sandwich 8840,233,16,36,20
veg,Lunch,salad,Corn Salad 8841,150,8,8,3
non-veg,Dinner,curry,Fish Curry 8842,383,11,15,11
veg,Snack,snack,Protein Bar 8843,189,11,10,8
veg,Dinner,soup,Hot and Sour Soup 8844,107,1,6,0
veg,Lunch,salad,Kachumber Salad 8845,50,7,5,3
veg,Lunch,salad,Sprouts Salad 8846,81,2,12,1
veg,Lunch,rice,Steamed Rice 8847,226,7,61,4
veg,Lunch,curry,Paneer Butter Masala 8848,258,6,11,9
veg,Dinner,salad,Coleslaw 8849,94,8,9,0
veg,Snack,beverage,Buttermilk (Chaas) 8850,234,3,39,7
veg,Breakfast,beverage,Green Tea 8851,196,0,18,1
veg,Breakfast,breakfast_item,Oats Porridge 8852,488,13,52,8
veg,Lunch,flatbread,Phulka 8853,128,7,33,4
veg,Breakfast,breakfast_item,Besan Chilla 8854,388,13,56,5
veg,Breakfast,beverage,Coconut Water 8855,232,2,17,8
veg,Lunch,flatbread,Garlic Naan 8856,239,4,21,8
veg,Lunch,beverage,Masala Chai 8857,245,5,21,9
veg,Dinner,dry_veg,Mix Veg Dry 8858,166,5,10,11
veg,Dinner,soup,Pumpkin Soup 8859,64,6,15,1
veg,Dinner,flatbread,Aloo Paratha 8860,132,4,29,7
veg,Snack,snack,Makhana 8861,78,6,13,11
veg,Snack,beverage,Coconut Water 8862,235,4,19,6
veg,Lunch,salad,Chickpea Salad 8863,98,7,7,5
non-veg,Breakfast,breakfast_item,Scrambled Eggs 8864,313,18,23,7
veg,Breakfast,beverage,Lemonade 8865,82,2,19,0
veg,Lunch,beverage,Orange Juice 8866,204,5,26,9
veg,Snack,beverage,Lemonade 8867,124,1,39,4
veg,Snack,snack,Protein Bar 8868,280,11,7,7
veg,Snack,beverage,Green Tea 8869,76,1,38,6
veg,Dinner,salad,Green Salad 8870,120,6,15,8
veg,Snack,beverage,Orange Juice 8871,123,3,20,7
veg,Breakfast,beverage,Filter Coffee 8872,166,5,33,6
veg,Breakfast,breakfast_item,Puri Bhaji 8873,365,16,30,7
veg,Snack,beverage,Orange Juice 8874,127,4,15,1
non-veg,Breakfast,breakfast_item,Scrambled Eggs 8875,230,14,49,9
veg,Lunch,flatbread,Chapati 8876,218,5,19,6
veg,Lunch,salad,Chickpea Salad 8877,78,2,14,2
veg,Breakfast,beverage,Mango Shake 8878,132,0,39,4
veg,Snack,snack,Fruit Bowl 8879,72,5,11,14
veg,Lunch,rice,Khichdi 8880,364,6,72,7
veg,Snack,snack,Greek Yogurt 8881,55,11,10,14
veg,Lunch,salad,Fruit Salad 8882,119,7,13,2
veg,Snack,beverage,Banana Smoothie 8883,52,0,40,4
veg,Lunch,flatbread,Butter Naan 8884,122,3,19,10
veg,Lunch,rice,Steamed Rice 8885,224,7,66,10
veg,Snack,beverage,Green Tea 8886,203,4,15,7
veg,Lunch,curry,Malai Kofta 8887,158,25,13,13
veg,Breakfast,breakfast_item,Oats Porridge 8888,339,19,45,11
veg,Lunch,salad,Corn Salad 8889,50,8,9,0
veg,Lunch,dry_veg,Bhindi Fry 8890,144,8,16,5
veg,Snack,snack,Dhokla 8891,68,10,25,14
veg,Breakfast,beverage,Lassi 8892,132,5,30,2
veg,Dinner,salad,Sprouts Salad 8893,50,4,13,1
veg,Breakfast,beverage,Green Tea 8894,162,1,21,3
veg,Breakfast,beverage,Banana Smoothie 8895,59,4,35,0
veg,Snack,snack,Fruit Bowl 8896,247,13,17,2
veg,Dinner,soup,Manchow Soup 8897,144,3,9,4
veg,Snack,beverage,Buttermilk (Chaas) 8898,236,1,31,8
veg,Breakfast,breakfast_item,Puri Bhaji 8899,437,9,36,17
veg,Breakfast,beverage,Orange Juice 8900,234,4,37,7
veg,Breakfast,breakfast_item,Poha 8901,220,14,57,18
veg,Dinner,salad,Corn Salad 8902,114,6,7,4
veg,Snack,beverage,Lassi 8903,171,2,37,7
veg,Dinner,salad,Green Salad 8904,49,7,8,0
veg,Lunch,curry,Mixed Vegetable Curry 8905,377,23,20,14
veg,Snack,snack,Protein Bar 8906,152,13,9,14
veg,Snack,beverage,Mango Shake 8907,151,3,13,5
veg,Dinner,dry_veg,Mix Veg Dry 8908,189,8,11,10
veg,Dinner,curry,Dal Fry 8909,257,20,19,9
veg,Breakfast,beverage,Green Tea 8910,86,1,13,0
veg,Snack,beverage,Lassi 8911,183,0,35,9
veg,Snack,snack,Makhana 8912,247,6,21,8
veg,Breakfast,breakfast_item,Masala Dosa 8913,271,7,28,11
veg,Lunch,dry_veg,Jeera Aloo 8914,209,9,12,15
veg,Snack,beverage,Green Tea 8915,147,1,39,8
veg,Snack,snack,Makhana 8916,282,3,17,12
veg,Snack,beverage,Watermelon Juice 8917,155,5,28,7
veg,Dinner,dry_veg,Potato Fry 8918,228,4,19,7
veg,Lunch,rice,Jeera Rice 8919,375,5,65,1
veg,Breakfast,breakfast_item,Besan Chilla 8920,493,14,47,17
veg,Lunch,dry_veg,Mix Veg Dry 8921,171,10,16,14
non-veg,Dinner,curry,Egg Curry 8922,219,15,11,23
veg,Breakfast,breakfast_item,Aloo Paratha 8923,290,18,32,17
veg,Lunch,flatbread,Butter Naan 8924,221,5,32,4
veg,Breakfast,beverage,Orange Juice 8925,127,3,17,2
veg,Snack,snack,Bhel Puri 8926,179,11,5,12
veg,Lunch,flatbread,Bhatura 8927,192,7,37,10
veg,Dinner,soup,Sweet Corn Soup 8928,123,8,6,1
veg,Lunch,rice,Khichdi 8929,266,4,76,2
veg,Lunch,beverage,Lassi 8930,198,0,15,2
veg,Lunch,salad,Greek Salad 8931,105,8,10,3
veg,Lunch,beverage,Masala Chai 8932,159,5,14,2
veg,Breakfast,beverage,Lassi 8933,88,3,12,7
veg,Lunch,curry,Mixed Vegetable Curry 8934,382,9,28,13
veg,Dinner,salad,Coleslaw 8935,72,5,15,7
non-veg,Lunch,curry,Butter Chicken 8936,164,23,21,24
veg,Lunch,dry_veg,Bhindi Fry 8937,128,9,17,8
veg,Dinner,flatbread,Kulcha 8938,139,2,39,4
non-veg,Snack,snack,Boiled Egg 8939,167,13,27,3
veg,Breakfast,beverage,Masala Chai 8940,100,3,15,4
veg,Breakfast,breakfast_item,Idli Sambar 8941,332,20,53,6
veg,Snack,snack,Makhana 8942,175,3,11,11
veg,Lunch,beverage,Green Tea 8943,191,5,16,1
veg,Dinner,soup,Hot and Sour Soup 8944,88,5,8,1
veg,Snack,snack,Fruit Bowl 8945,142,12,27,6
veg,Snack,snack,Popcorn 8946,298,6,9,8
veg,Snack,snack,Bhel Puri 8947,278,15,22,7
veg,Breakfast,breakfast_item,Muesli with Milk 8948,261,20,58,5
veg,Dinner,flatbread,Garlic Naan 8949,242,8,27,9
veg,Breakfast,beverage,Lemonade 8950,250,2,17,9
veg,Lunch,dry_veg,Bhindi Fry 8951,199,9,21,12
veg,Snack,beverage,Watermelon Juice 8952,128,3,23,2
veg,Snack,snack,Fruit Bowl 8953,54,11,11,3
veg,Breakfast,beverage,Green Tea 8954,172,4,37,1
veg,Dinner,soup,Pumpkin Soup 8955,83,3,15,0
veg,Dinner,dry_veg,Jeera Aloo 8956,217,9,15,10
veg,Snack,snack,Makhana 8957,141,12,18,4
non-veg,Snack,snack,Boiled Egg 8958,53,11,8,12
veg,Breakfast,beverage,Filter Coffee 8959,141,5,10,7
veg,Lunch,salad,Green Salad 8960,102,4,6,1
veg,Lunch,rice,Lemon Rice 8961,310,8,44,5
veg,Breakfast,breakfast_item,Masala Dosa 8962,445,7,39,10
veg,Dinner,salad,Corn Salad 8963,102,1,14,9
veg,Dinner,flatbread,Missi Roti 8964,200,4,22,10
veg,Breakfast,beverage,Buttermilk (Chaas) 8965,247,5,33,1
veg,Breakfast,beverage,Filter Coffee 8966,140,3,15,5
veg,Lunch,curry,Chana Masala 8967,201,12,24,5
veg,Lunch,curry,Palak Paneer 8968,248,15,10,6
